0
"not correct answer:  The difference between the two SLAs, which is 0.05 percent."
"question:  You need to identify which blades in the Azure portal must be used to perform the following tasks:– View security recommendations. – Monitor the health of Azure services. – Browse available virtual machine images. Which blade should you identify for each task? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point."
question: # Monitor the health of Azure services:
correct answer:  Monitor.
not correct answer:  Subscriptions.
not correct answer:  Marketplace.
not correct answer:  Advisor.
question: # Browse available virtual machine images:
not correct answer:  Monitor.
not correct answer:  Subscriptions.
correct answer:  Marketplace.
not correct answer:  Advisor.
question: # View security recommendations:
not correct answer:  Advisor.
not correct answer:  Subscriptions.
not correct answer:  Marketplace.
correct answer:  Advisor.
"question:  For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point."
"question: # To achieve a hybrid cloud model, a company must always migrate from a private cloud model"
