header,review_text
"Under the shared responsibility model, which of the following tasks are the responsibility of the AWS customer? (Choose two.)"," Under the shared responsibility model, which of the following tasks are the responsibility of the AWS customer? (Choose two.)A . Ensuring that application data is encrypted at restB . Ensuring that AWS NTP servers are set to the correct timeC . Ensuring that users have received security training in the use of AWS servicesD...Continue reading "
Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.), Which AWS characteristics make AWS cost effective for a workload with dynamic user demand? (Choose two.)A . High availabilityB . Shared security modelC . ElasticityD . Pay-as-you-go pricingE . Reliability View Answer Answer: CD... 
Which statement best describes Elastic Load Balancing?, Which statement best describes Elastic Load Balancing?A . It translates a domain name into an IP address using DNC . It distributes incoming application traffic across one or more Amazon EC2 instances.D . It collects metrics on connected Amazon EC2 instances.E . It automatically adjusts the number of Amazon EC2 instances to support incoming...Continue reading 
Which of the following security-related actions are available at no cost?," Which of the following security-related actions are available at no cost?A . Calling AWS SupportB . Contacting AWS Professional Services to request a workshopC . Accessing forums, blogs, and whitepapersD . Attending AWS classes at a local university View Answer Answer: C... "
Which of the following AWS Cloud services can be used to run a customer-managed relational database?, Which of the following AWS Cloud services can be used to run a customer-managed relational database?A . Amazon EC2B . Amazon Route 53C . Amazon ElastiCacheD . Amazon DynamoDB View Answer Answer: A... 
Which AWS services should be used for read/write of constantly changing data? (Choose two.), Which AWS services should be used for read/write of constantly changing data? (Choose two.)A . Amazon GlacierB . Amazon RDSC . AWS SnowballD . Amazon RedshiftE . Amazon EFS View Answer Answer: BE... 
Which AWS IAM feature allows developers to access AWS services through the AWS CLI?, Which AWS IAM feature allows developers to access AWS services through the AWS CLI?A . API keysB . Access keysC . User names/PasswordsD . SSH keys View Answer Answer: B Explanation: Reference: https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_access-keys.html... 
Which design principles for cloud architecture are recommended when re-architecting a large monolithic application? (Choose two.), Which design principles for cloud architecture are recommended when re-architecting a large monolithic application? (Choose two.)A . Use manual monitoring.B . Use fixed servers.C . Implement loose coupling.D . Rely on individual components.E . Design for scalability. View Answer Answer: CE Explanation: Rearchitecting applications involves sweeping change where an old monolithic application is completely...Continue reading 
Which of the following steps should be taken by a customer when conducting penetration testing on AWS?," Which of the following steps should be taken by a customer when conducting penetration testing on AWS?A . Conduct penetration testing using Amazon Inspector, and then notify AWS support.B . Request and wait for approval from the customer’s internal security team, and then conduct testing.C . Notify AWS support, and then conduct testing immediately.D...Continue reading "
How can the customer take advantage of volume discounts with minimal impact to the AWS resources?, A customer is using multiple AWS accounts with separate billing. How can the customer take advantage of volume discounts with minimal impact to the AWS resources?A . Create one global AWS acount and move all AWS resources to tha account.B . Sign up for three years of Reserved Instance pricing up front.C . Use...Continue reading 
"What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?"," What is the lowest-cost, durable storage option for retaining database backups for immediate retrieval?A . Amazon S3B . Amazon GlacierC . Amazon EBSD . Amazon EC2 Instance Store View Answer Answer: A... "
Which storage service can be used as a low-cost option for hosting static websites?, Which storage service can be used as a low-cost option for hosting static websites?A . Amazon GlacierB . Amazon DynamoDBC . Amazon Elastic File System (Amazon EFS)D . Amazon Simple Storage Service (Amazon S3) View Answer Answer: D Explanation: Reference: https://aws.amazon.com/getting-started/projects/host-static-website/... 
What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?, What costs are included when comparing AWS Total Cost of Ownership (TCO) with on-premises TCO?A . Project managementB . Antivirus software licensingC . Data center securityD . Software development View Answer Answer: A... 
Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?, Distributing workloads across multiple Availability Zones supports which cloud architecture design principle?A . Implement automation.B . Design for agility.C . Design for failure.D . Implement elasticity. View Answer Answer: C... 
"Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?"," Where should a company go to search software listings from independent software vendors to find, test, buy and deploy software that runs on AWS?A . AWS MarketplaceB . Amazon LumberyardC . AWS ArtifactD . Amazon CloudSearch View Answer Answer: A Explanation: AWS Marketplace is a digital catalog with thousands of software listings from independent...Continue reading "
Which AWS service would you use to obtain compliance reports and certificates?," Which AWS service would you use to obtain compliance reports and certificates?A . AWS ArtifactB . AWS LambdaC . Amazon InspectorD . AWS Certificate Manager View Answer Answer: A Explanation: AWS Artifact is your go-to, central resource for compliance-related information that matters to you. It provides on-demand access to AWS’ security and compliance reports...Continue reading "
Which services can be used across hybrid AWS Cloud architectures? (Choose two.), Which services can be used across hybrid AWS Cloud architectures? (Choose two.)A . Amazon Route 53B . Virtual Private GatewayC . Classic Load BalancerD . Auto ScalingE . Amazon CloudWatch default metrics View Answer Answer: AB Explanation: Reference: https://www.stratoscale.com/blog/cloud/building-hybrid-cloud-environment-using-amazon­cloud/... 
